dataset,encoding,ansatz,n_layers,n_epochs,n_qubits,n_parameters,train_time_s,accuracy,f1,roc_auc,DPD,DI,EOD,EOpp,PPD
compas,angle,strongly_entangling,1,1,7,21,3.171325,0.4696969696969697,0.5229982964224872,0.5104832933198475,0.03988628499822322,0.9400281214848144,0.05444255363036299,0.00978459291712308,0.14599676142497298
